Sex,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(11.1333),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(21.),tensor(0.),tensor(0.),tensor(7.9250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(56.),tensor(0.),tensor(0.),tensor(30.6958),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(18.),tensor(1.),tensor(1.),tensor(7.8542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(3.),tensor(1.),tensor(25.4667),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(50.),tensor(0.),tensor(0.),tensor(28.7125),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(30.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(8.),tensor(2.),tensor(69.5500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(15.0500),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(9.),tensor(4.),tensor(2.),tensor(31.3875),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(1.),tensor(2.),tensor(1.),tensor(39.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(4.),tensor(0.),tensor(2.),tensor(22.0250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(50.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(1.),tensor(0.),tensor(15.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(45.),tensor(0.),tensor(0.),tensor(26.5500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(40.),tensor(1.),tensor(1.),tensor(15.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(32.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(19.),tensor(1.),tensor(0.),tensor(7.8542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(3.),tensor(1.),tensor(1.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(44.),tensor(0.),tensor(0.),tensor(27.7208),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(58.),tensor(0.),tensor(0.),tensor(146.5208),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(42.),tensor(0.),tensor(1.),tensor(8.4042),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(24.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(28.),tensor(0.),tensor(0.),tensor(9.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(8.),tensor(2.),tensor(69.5500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(34.),tensor(0.),tensor(0.),tensor(6.4958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(45.5000),tensor(0.),tensor(0.),tensor(7.2250),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(18.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(2.),tensor(0.),tensor(1.),tensor(10.4625),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(32.),tensor(1.),tensor(0.),tensor(15.8500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(26.),tensor(0.),tensor(0.),tensor(18.7875),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(16.),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(40.),tensor(0.),tensor(0.),tensor(31.),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(24.),tensor(0.),tensor(0.),tensor(7.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(35.),tensor(0.),tensor(0.),tensor(21.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(7.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(30.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(1.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(31.),tensor(1.),tensor(0.),tensor(113.2750),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(27.),tensor(0.),tensor(0.),tensor(7.9250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(42.),tensor(1.),tensor(0.),tensor(27.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(32.),tensor(0.),tensor(0.),tensor(76.2917),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(30.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(16.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(27.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(51.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(38.),tensor(1.),tensor(0.),tensor(90.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(9.3500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(20.5000),tensor(0.),tensor(0.),tensor(7.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(18.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(3.),tensor(1.),tensor(25.4667),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(35.),tensor(1.),tensor(0.),tensor(83.4750),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.),tensor(0.),tensor(0.),tensor(7.7750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(59.),tensor(0.),tensor(0.),tensor(13.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(5.),tensor(4.),tensor(2.),tensor(31.3875),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(24.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.5500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(44.),tensor(1.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(8.),tensor(0.),tensor(2.),tensor(26.2500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(33.),tensor(0.),tensor(0.),tensor(12.2750),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(1.),tensor(0.),tensor(14.4542),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(29.8811),tensor(1.),tensor(0.),tensor(15.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(29.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(7.1250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(30.),tensor(0.),tensor(0.),tensor(7.2250),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(44.),tensor(2.),tensor(0.),tensor(90.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(25.),tensor(0.),tensor(0.),tensor(7.7750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(24.),tensor(0.),tensor(2.),tensor(14.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(37.),tensor(1.),tensor(1.),tensor(52.5542),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(54.),tensor(1.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.),tensor(1.),tensor(1.),tensor(10.4625),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(62.),tensor(0.),tensor(0.),tensor(26.5500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(30.),tensor(1.),tensor(0.),tensor(16.1000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(41.),tensor(0.),tensor(2.),tensor(20.2125),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.),tensor(0.),tensor(2.),tensor(15.2458),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(79.2000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(30.),tensor(0.),tensor(0.),tensor(86.5000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(35.),tensor(0.),tensor(0.),tensor(512.3292),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(50.),tensor(0.),tensor(1.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(3.),tensor(4.),tensor(2.),tensor(31.3875),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(52.),tensor(1.),tensor(1.),tensor(79.6500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(40.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(16.),tensor(4.),tensor(1.),tensor(39.6875),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(25.),tensor(1.),tensor(0.),tensor(7.7750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(58.),tensor(0.),tensor(1.),tensor(153.4625),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(35.),tensor(0.),tensor(0.),tensor(135.6333),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(31.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(25.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(41.),tensor(0.),tensor(1.),tensor(19.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(37.),tensor(0.),tensor(1.),tensor(29.7000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(63.),tensor(1.),tensor(0.),tensor(77.9583),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(45.),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(7.),tensor(4.),tensor(1.),tensor(29.1250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(35.),tensor(1.),tensor(1.),tensor(20.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(65.),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(28.),tensor(0.),tensor(0.),tensor(7.8542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(16.),tensor(0.),tensor(0.),tensor(9.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(26.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(33.),tensor(0.),tensor(0.),tensor(8.6625),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(30.),tensor(0.),tensor(0.),tensor(9.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(42.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(22.),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(26.),tensor(0.),tensor(0.),tensor(78.8500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(19.),tensor(1.),tensor(0.),tensor(91.0792),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(12.8750),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(24.),tensor(0.),tensor(0.),tensor(8.8500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(24.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(27.7208),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(23.5000),tensor(0.),tensor(0.),tensor(7.2292),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(2.),tensor(1.),tensor(2.),tensor(151.5500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(30.5000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(50.),tensor(0.),tensor(1.),tensor(247.5208),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(2.),tensor(0.),tensor(23.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(12.3500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(0.9200),tensor(1.),tensor(2.),tensor(151.5500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(110.8833),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(17.),tensor(1.),tensor(0.),tensor(108.9000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(30.),tensor(1.),tensor(0.),tensor(24.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(30.),tensor(0.),tensor(0.),tensor(56.9292),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(24.),tensor(0.),tensor(0.),tensor(83.1583),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(18.),tensor(2.),tensor(2.),tensor(262.3750),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(26.),tensor(1.),tensor(1.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(28.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(43.),tensor(1.),tensor(1.),tensor(26.2500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(26.),tensor(0.),tensor(0.),tensor(7.8542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(24.),tensor(1.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(54.),tensor(0.),tensor(0.),tensor(14.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(31.),tensor(0.),tensor(2.),tensor(164.8667),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(40.),tensor(1.),tensor(1.),tensor(134.5000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(7.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(27.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(30.),tensor(0.),tensor(0.),tensor(12.3500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(22.),tensor(1.),tensor(1.),tensor(29.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(8.),tensor(2.),tensor(69.5500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(36.),tensor(0.),tensor(0.),tensor(135.6333),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(61.),tensor(0.),tensor(0.),tensor(6.2375),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(36.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(31.),tensor(1.),tensor(1.),tensor(20.5250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(16.),tensor(0.),tensor(1.),tensor(57.9792),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(29.8811),tensor(2.),tensor(0.),tensor(23.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(45.5000),tensor(0.),tensor(0.),tensor(28.5000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(38.),tensor(0.),tensor(1.),tensor(153.4625),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(16.),tensor(2.),tensor(0.),tensor(18.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(1.),tensor(0.),tensor(133.6500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.),tensor(1.),tensor(0.),tensor(66.6000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(41.),tensor(0.),tensor(0.),tensor(134.5000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(45.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(45.),tensor(0.),tensor(0.),tensor(35.5000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(2.),tensor(1.),tensor(1.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(24.),tensor(3.),tensor(2.),tensor(263.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(28.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(25.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(24.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
